,name,author,img,preview,prompt,n_prompt,step,sampler,scale,seed,skip,size,model,path,page
0,"
            여름이었다
        ","
                    Anonymous
                ",/media/article/original_20221209/shikishi_traditional_media_watercolor_medium_painting_medium_photo_medium_1girl_white_shirts_necktie_sweater_vest_skirt_realistic_k-pop_sketch_rain_wet_s_s-3618925312.png,https://www.ptsearch.info/media/article/original/shikishi_traditional_media_watercolor_medium_painting_medium_photo_medium_1girl_white_shirts_necktie_sweater_vest_skirt_realistic_k-pop_sketch_rain_wet_s_s-3618925312.png,"
                        masterpiece, best quality, {{shikishi, traditional_media, watercolor_(medium), painting_(medium), photo_(medium)}}, {1girl, white shirts, necktie, sweater_vest, skirt, realistic, k-pop, sketch}, rain, wet, sunlight, blurry background
                        ","
                        nsfw, lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, lowres, bad proportions, bad perspective, error, bad hands, extra digits, fewer digits, missing finger, missing limb, extra breast, extra eye, extra ear, extra arms, extra face, extra eyebrow, extra leg, cropped, self upload, censored, condom on penis, disembodied penis, dildo, paizuri, :>=, black tongue, horns
                        ",None,"
                        k_euler_ancestral
                        ",None,"
                        3618925312
                        ",None,None,None,app/static/media/article/original_20221209/shikishi_traditional_media_watercolor_medium_painting_medium_photo_medium_1girl_white_shirts_necktie_sweater_vest_skirt_realistic_k-pop_sketch_rain_wet_s_s-3618925312.png,231
1,"
            여름이었다
        ","
                    Anonymous
                ",/media/article/original_20221209/traditional_media_watercolor_medium_painting_medium_photo_medium_1girl_realistic_k-pop_sketch_rain_wet_s-3570230014.png,https://www.ptsearch.info/media/article/original/traditional_media_watercolor_medium_painting_medium_photo_medium_1girl_realistic_k-pop_sketch_rain_wet_s-3570230014.png,"
                        masterpiece, best quality, {{traditional_media, watercolor_(medium), painting_(medium), photo_(medium)}}, {1girl, realistic, k-pop, sketch}, rain, wet
                        ","
                        nsfw, lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, lowres, bad proportions, bad perspective, error, bad hands, extra digits, fewer digits, missing finger, missing limb, extra breast, extra eye, extra ear, extra arms, extra face, extra eyebrow, extra leg, cropped, self upload, censored, condom on penis, disembodied penis, dildo, paizuri, :>=, black tongue, horns
                        ",None,"
                        k_euler_ancestral
                        ",None,"
                        3570230014
                        ",None,None,None,app/static/media/article/original_20221209/traditional_media_watercolor_medium_painting_medium_photo_medium_1girl_realistic_k-pop_sketch_rain_wet_s-3570230014.png,231
2,"
            여름이었다
        ","
                    Anonymous
                ",/media/article/original_20221209/traditional_media_watercolor_medium_painting_medium_photo_medium_1girl_realistic_k-pop_sketch_cinematic_lighting_rain_wet_s-2493955171.png,https://www.ptsearch.info/media/article/original/traditional_media_watercolor_medium_painting_medium_photo_medium_1girl_realistic_k-pop_sketch_cinematic_lighting_rain_wet_s-2493955171.png,"
                        masterpiece, best quality, {{traditional_media, watercolor_(medium), painting_(medium), photo_(medium)}}, {1girl, realistic, k-pop, sketch}, cinematic lighting, rain, wet
                        ","
                        nsfw, lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, lowres, bad proportions, bad perspective, error, bad hands, extra digits, fewer digits, missing finger, missing limb, extra breast, extra eye, extra ear, extra arms, extra face, extra eyebrow, extra leg, cropped, self upload, censored, condom on penis, disembodied penis, dildo, paizuri, :>=, black tongue, horns
                        ",None,"
                        k_euler_ancestral
                        ",None,"
                        2493955171
                        ",None,None,None,app/static/media/article/original_20221209/traditional_media_watercolor_medium_painting_medium_photo_medium_1girl_realistic_k-pop_sketch_cinematic_lighting_rain_wet_s-2493955171.png,231
3,"
            여름이었다
        ","
                    Anonymous
                ",/media/article/original_20221209/traditional_media_watercolor_medium_painting_medium_photo_medium_1girl_realistic_k-pop_sketch_cinematic_lighting_s-4204691965.png,https://www.ptsearch.info/media/article/original/traditional_media_watercolor_medium_painting_medium_photo_medium_1girl_realistic_k-pop_sketch_cinematic_lighting_s-4204691965.png,"
                        masterpiece, best quality, {{{traditional_media, watercolor_(medium), painting_(medium), photo_(medium)}}}, 1girl, realistic, k-pop, sketch, cinematic lighting
                        ","
                        nsfw, lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, lowres, bad proportions, bad perspective, error, bad hands, extra digits, fewer digits, missing finger, missing limb, extra breast, extra eye, extra ear, extra arms, extra face, extra eyebrow, extra leg, cropped, self upload, censored, condom on penis, disembodied penis, dildo, paizuri, :>=, black tongue, horns
                        ",None,"
                        k_euler_ancestral
                        ",None,"
                        4204691965
                        ",None,None,None,app/static/media/article/original_20221209/traditional_media_watercolor_medium_painting_medium_photo_medium_1girl_realistic_k-pop_sketch_cinematic_lighting_s-4204691965.png,231
4,"
            test
        ","
                    Anonymous
                ",/media/article/original_20221209/01184-2041149898-masterpiece_best_quality_Extremely_Highres_1.16_8k_Wallpaper_1.05_best_quality_1.22_Ultra-detailed_1.05_Red_illus.png,https://www.ptsearch.info/media/article/original/01184-2041149898-masterpiece_best_quality_Extremely_Highres_1.16_8k_Wallpaper_1.05_best_quality_1.22_Ultra-detailed_1.05_Red_illus.png,"
                        masterpiece, best quality, (Extremely Highres:1.16), (8k_Wallpaper:1.05), (best quality:1.22), (Ultra-detailed:1.05), (Red illusion:1.1), illustration, dark intense shadow, overexposure, flowing hair, (storming hair:1.1), (Loli:1.48), gorgeous detailed face, impressive eyes, (Red tornadoes and silver tornadoes swirling around the character:1.1), Dark background, (Long Grey hair and blue eyes girl standing on the center of frame:1.1), Dark background, (black serafuku:1.16), beautifully glowing eyes, (red pupils:1.05), (beautiful colorful refraction on eyes:1.16)
                        ","
                        lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, Horse ears, glasses, more than two legs, more than two arms, crowds, large ass, text, mascot, 2girls, stockings, more than two hands, wings on head, more than one tail, three hands, more than five finger, more than five toe, foot, fangs, sharp teeth, pointy ears, horns, dragon, panthyhose, nipples, feather, angel wings, hair scrunchie, (ugly:1.1), fat
                        ",None,"
                        Euler
                        ","
                        11
                        ","
                        2041149898
                        ",None,"
                        640x640
                        ","
                        925997e9
                        ",app/static/media/article/original_20221209/01184-2041149898-masterpiece_best_quality_Extremely_Highres_1.16_8k_Wallpaper_1.05_best_quality_1.22_Ultra-detailed_1.05_Red_illus.png,231
5,"
            green
        ","
            
                master
            
            ",/media/article/original_20221209/01132-2044502865-masterpieceillustrationbeautiful_detailedcolourfulfinely_detaileddramatic_lightintricate_details1_girlyellowgreen_hair.png,https://www.ptsearch.info/media/article/original/01132-2044502865-masterpieceillustrationbeautiful_detailedcolourfulfinely_detaileddramatic_lightintricate_details1_girlyellowgreen_hair.png,"
                        {masterpiece},illustration,beautiful detailed,colourful,finely detailed,dramatic light,intricate details,1 girl,yellowgreen hair,brown eyes,apricot clothe,nature, plant,
                        ","
                        lowresbad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, artist name
                        ",None,"
                        Euler
                        ","
                        11
                        ","
                        2044502865
                        ",None,"
                        640x832
                        ","
                        925997e9
                        ",app/static/media/article/original_20221209/01132-2044502865-masterpieceillustrationbeautiful_detailedcolourfulfinely_detaileddramatic_lightintricate_details1_girlyellowgreen_hair.png,231
6,"
            red
        ","
            
                master
            
            ",/media/article/original_20221209/01139-2541625533-masterpieceillustrationbeautiful_detailedcolourfulfinely_detaileddramatic_lightintricate_details1_girlorangered_hairb.png,https://www.ptsearch.info/media/article/original/01139-2541625533-masterpieceillustrationbeautiful_detailedcolourfulfinely_detaileddramatic_lightintricate_details1_girlorangered_hairb.png,"
                        {masterpiece},illustration,beautiful detailed,colourful,finely detailed,dramatic light,intricate details,1 girl,orangered hair,black eyes,orange clothe,fire,
                        ","
                        lowresbad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, artist name
                        ",None,"
                        Euler
                        ","
                        11
                        ","
                        2541625533
                        ",None,"
                        640x896
                        ","
                        925997e9
                        ",app/static/media/article/original_20221209/01139-2541625533-masterpieceillustrationbeautiful_detailedcolourfulfinely_detaileddramatic_lightintricate_details1_girlorangered_hairb.png,231
7,"
            thunder
        ","
            
                master
            
            ",/media/article/original_20221209/01160-1764380697-masterpieceillustrationbeautiful_detailedcolourfulfinely_detaileddramatic_lightintricate_details1_girlyellow_hairblac.png,https://www.ptsearch.info/media/article/original/01160-1764380697-masterpieceillustrationbeautiful_detailedcolourfulfinely_detaileddramatic_lightintricate_details1_girlyellow_hairblac.png,"
                        {masterpiece},illustration,beautiful detailed,colourful,finely detailed,dramatic light,intricate details,1 girl,yellow hair,black eyes,yellow clothe,thunder
                        ","
                        lowresbad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, artist name
                        ",None,"
                        Euler
                        ","
                        11
                        ","
                        1764380697
                        ",None,"
                        576x1024
                        ","
                        925997e9
                        ",app/static/media/article/original_20221209/01160-1764380697-masterpieceillustrationbeautiful_detailedcolourfulfinely_detaileddramatic_lightintricate_details1_girlyellow_hairblac.png,231
8,"
            brown
        ","
            
                master
            
            ",/media/article/original_20221209/01156-3714827862-masterpieceillustrationbeautiful_detailedcolourfulfinely_detaileddramatic_lightintricate_details1_girlbrown_hairbrown.png,https://www.ptsearch.info/media/article/original/01156-3714827862-masterpieceillustrationbeautiful_detailedcolourfulfinely_detaileddramatic_lightintricate_details1_girlbrown_hairbrown.png,"
                        {masterpiece},illustration,beautiful detailed,colourful,finely detailed,dramatic light,intricate details,1 girl,brown hair,brown eyes,light brown clothe,lovely
                        ","
                        lowresbad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, artist name
                        ",None,"
                        Euler
                        ","
                        11
                        ","
                        3714827862
                        ",None,"
                        576x896
                        ","
                        925997e9
                        ",app/static/media/article/original_20221209/01156-3714827862-masterpieceillustrationbeautiful_detailedcolourfulfinely_detaileddramatic_lightintricate_details1_girlbrown_hairbrown.png,231
9,"
            ice
        ","
            
                master
            
            ",/media/article/original_20221209/01098-1554313014-masterpiece_best_quality_hair_is_turning_into_ice_Broken_glass_swirling_1.34_Fantasy_light_rayer_1.05_blue_light_parti.png,https://www.ptsearch.info/media/article/original/01098-1554313014-masterpiece_best_quality_hair_is_turning_into_ice_Broken_glass_swirling_1.34_Fantasy_light_rayer_1.05_blue_light_parti.png,"
                        masterpiece, best quality, hair is turning into ice, (Broken glass swirling:1.34), Fantasy, (light rayer:1.05), blue light particles, scenery, snow, winter, (forest:1.1), bare trees, (snowing:1.1), ice, (piece of snowflake swirling around the character:1.1), full_body, solo, expressionless, (detailed:1.05), high resolution illustration, lustrous skin, colorful, (ultra-detailed:1.1), (illustration:1.05), (detailed light:1.05), (an extremely delicate and beautiful:1.1), beautiful detailed girl, depth of field, white_long_hair, blue_eyes
                        ","
                        lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, realistic, furry, more than 1 face, reference_sheet, concept_art, multiple_girls, blurry, missing fingers, bad hands, missing arms, long neck, Humpbacked, spread legs, odd eyes
                        ",None,"
                        Euler
                        ","
                        11
                        ","
                        1554313014
                        ",None,"
                        640x640
                        ","
                        925997e9
                        ",app/static/media/article/original_20221209/01098-1554313014-masterpiece_best_quality_hair_is_turning_into_ice_Broken_glass_swirling_1.34_Fantasy_light_rayer_1.05_blue_light_parti.png,231
