,name,author,img,preview,prompt,n_prompt,step,sampler,scale,seed,skip,size,model,path,page
0,"
            몽글몽글
        ","
            
                Kernika
            
            ",/media/article/original/tmph3krvo7c.png,https://www.ptsearch.info/media/article/original/tmph3krvo7c.png,"
                        (((transparent_background))), highly detailed trumpet, playing trumpet, (2qba style), best quality, masterpiece, dynamic pose, (detailed drawing:1.2), ((chibi:1.35)), ((gold embroiderd black shako_cap)), (black poncho), blonde hair, (long twintail), slender, solo, (full body view), happy face, ([blue eyes eyes:0.5]), laugh, open_mouth, teeth, flat-chest, breast_cutout, navel, black_lowrise_panty, ((flying)), (gold_embroidered_black_thighhigh_boots), standing position, (long legs), (white outline:1), (drawing_style=nib_pen:1), (incarnadine skin color:1), (style_parody=counter:side), (coloring_style=pastel_crayon:1), mature face, sexy,
                        ","
                        lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, 3d, loli, fat, chubby, tattoo, eyeliner, pants, half-up hair, twintail, off shoulder, nsfw, bun hair, holding pen, holding pencil
                        ",None,"
                        Euler a
                        ","
                        11
                        ","
                        2147483647
                        ","
                        2
                        ",None,None,app/static/media/article/original/tmph3krvo7c.png,101
1,"
            카사 루나
        ","
            
                Kernika
            
            ",/media/article/original/tmp95nzq8jc.png,https://www.ptsearch.info/media/article/original/tmp95nzq8jc.png,"
                        (((transparent_background))), highly detailed trumpet, (2qba style), best quality, masterpiece, dynamic pose, (detailed drawing:1.2), ((chibi:1.35)), ((gold embroiderd black shako_cap)), (black poncho), blonde hair, (long twintail), slender, solo, (full body view), happy face, ([blue eyes eyes:0.5]), laugh, open_mouth, teeth, flat-chest, breast_cutout, navel, black_lowrise_panty, (gold_embroidered_black_thighhigh_boots), standing position, (long legs), (white outline:1), (drawing_style=nib_pen:1), (incarnadine skin color:1), (style_parody=counter:side), (coloring_style=pastel_crayon:1), mature face, sexy,
                        ","
                        lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, 3d, loli, fat, chubby, tattoo, eyeliner, pants, half-up hair, twintail, off shoulder, nsfw, bun hair,
                        ",None,"
                        DPM++ 2M Karras
                        ","
                        11
                        ","
                        364829446
                        ","
                        2
                        ",None,None,app/static/media/article/original/tmp95nzq8jc.png,101
2,"
            d
        ","
            
                USER#888726387
            
            ",/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-1815589449.png,https://www.ptsearch.info/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-1815589449.png,"
                        masterpiece, best quality,  {{{{masterpiece}}}}, medium veiny breast, slender, intricated details, loving, lovely expression, happy, landscape, cure lovely, healing, pink hair, light red eyes, cowboy shot, lustrous skin, dynamic angle, {{{{acrylic paint medium}}
                        ","
                        lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, multi arms, multi legs, more than two arm per body, more than five toes per foot, more then two legs per body, more then five fingers per hand, fat, unbalanced _face, cencored, two tone hair, monotone
                        ",None,"
                        k_euler_ancestral
                        ",None,"
                        1815589449
                        ",None,None,None,app/static/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-1815589449.png,101
3,"
            d
        ","
            
                USER#888726387
            
            ",/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-970297797.png,https://www.ptsearch.info/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-970297797.png,"
                        masterpiece, best quality,  {{{{masterpiece}}}}, medium veiny breast, slender, intricated details, loving, lovely expression, happy, landscape, cure lovely, healing, pink hair, light red eyes, cowboy shot, lustrous skin, dynamic angle, {{{{acrylic paint medium}}
                        ","
                        lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, multi arms, multi legs, more than two arm per body, more than five toes per foot, more then two legs per body, more then five fingers per hand, fat, unbalanced _face, cencored, two tone hair, monotone
                        ",None,"
                        k_euler_ancestral
                        ",None,"
                        970297797
                        ",None,None,None,app/static/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-970297797.png,101
4,"
            d
        ","
            
                USER#888726387
            
            ",/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-1490372490.png,https://www.ptsearch.info/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-1490372490.png,"
                        masterpiece, best quality,  {{{{masterpiece}}}}, medium veiny breast, slender, intricated details, loving, lovely expression, happy, landscape, cure lovely, healing, pink hair, light red eyes, cowboy shot, lustrous skin, dynamic angle, {{{{acrylic paint medium}}
                        ","
                        lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, multi arms, multi legs, more than two arm per body, more than five toes per foot, more then two legs per body, more then five fingers per hand, fat, unbalanced _face, cencored, two tone hair, monotone
                        ",None,"
                        k_euler_ancestral
                        ",None,"
                        1490372490
                        ",None,None,None,app/static/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-1490372490.png,101
5,"
            d
        ","
            
                USER#888726387
            
            ",/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-2934296370.png,https://www.ptsearch.info/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-2934296370.png,"
                        masterpiece, best quality,  {{{{masterpiece}}}}, medium veiny breast, slender, intricated details, loving, lovely expression, happy, landscape, cure lovely, healing, pink hair, light red eyes, cowboy shot, lustrous skin, dynamic angle, {{{{acrylic paint medium}}
                        ","
                        lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, multi arms, multi legs, more than two arm per body, more than five toes per foot, more then two legs per body, more then five fingers per hand, fat, unbalanced _face, cencored, two tone hair, monotone
                        ",None,"
                        k_euler_ancestral
                        ",None,"
                        2934296370
                        ",None,None,None,app/static/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-2934296370.png,101
6,"
            d
        ","
            
                USER#888726387
            
            ",/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-38086407.png,https://www.ptsearch.info/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-38086407.png,"
                        masterpiece, best quality,  {{{{masterpiece}}}}, medium veiny breast, slender, intricated details, loving, lovely expression, happy, landscape, cure lovely, healing, pink hair, light red eyes, cowboy shot, lustrous skin, dynamic angle, {{{{acrylic paint medium}}
                        ","
                        lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, multi arms, multi legs, more than two arm per body, more than five toes per foot, more then two legs per body, more then five fingers per hand, fat, unbalanced _face, cencored, two tone hair, monotone
                        ",None,"
                        k_euler_ancestral
                        ",None,"
                        38086407
                        ",None,None,None,app/static/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-38086407.png,101
7,"
            dd
        ","
            
                USER#888726387
            
            ",/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-164496243.png,https://www.ptsearch.info/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-164496243.png,"
                        masterpiece, best quality,  {{{{masterpiece}}}}, medium veiny breast, slender, intricated details, loving, lovely expression, happy, landscape, cure lovely, healing, pink hair, light red eyes, cowboy shot, {{{{marker medium}}, lustrous skin, dynamic angle, arms behind head
                        ","
                        lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, multi arms, multi legs, more than two arm per body, more than five toes per foot, more then two legs per body, more then five fingers per hand, fat, unbalanced _face, cencored, two tone hair, monotone
                        ",None,"
                        k_euler_ancestral
                        ",None,"
                        164496243
                        ",None,None,None,app/static/media/article/original/_masterpiecemedium_veiny_breastslenderintricated_details_lovinglove_s-164496243.png,101
8,"
            d
        ","
            
                USER#888726387
            
            ",/media/article/original/0742ab40-7cf9-4226-a67c-5cd49d274533.jpg,https://www.ptsearch.info/media/article/original/0742ab40-7cf9-4226-a67c-5cd49d274533.jpg,"
                        beach, pixiv, artgem, kawaii, detail body feature,beatiful breast,middle breast, smiling face,low angle,fascinating,shining sea, micro bikini,beatiful eyes,semi long hair,trendy,masterpiece
                        ","
                        lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry
                        ",None,"
                        k_euler_ancestral
                        ",None,"
                        2354922724
                        ",None,None,None,app/static/media/article/original/0742ab40-7cf9-4226-a67c-5cd49d274533.jpg,101
9,"
            Locker room and girl
        ","
                    Anonymous
                ",/media/article/original/aiart-20221114-001840-0029-OEQbGHDo.png,https://www.ptsearch.info/media/article/original/aiart-20221114-001840-0029-OEQbGHDo.png,"
                        ((masterpiece)),(masterpiece portrait),(((portrait))),((locker_room)),(beautiful detailed girl),1girl, meadium breasts,((shiny skin)),black hair,long hair, wavy hair,((Look at viewer)), cropped_jacket,(black bikini),navel, belt buckle, (((beautiful detailed denim_shorts)),(boots), ((blue eyes)),(((best quality))),((ultra-detailed)),((game cg)),((disheveled hair)), dynamic angle,hairs between eyes, standing on object, from front
                        ","
                        lowresbad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry,muscular_female,orc girl
                        ",None,"
                        Euler a
                        ","
                        12
                        ","
                        1217397196
                        ","
                        2
                        ","
                        512x768
                        ","
                        925997e9
                        ",app/static/media/article/original/aiart-20221114-001840-0029-OEQbGHDo.png,101
